tanggal,id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,kategori,sub_kategori,jumlah
2021-08-07,3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,SUSPEK,Perawatan RS,0
2021-08-07,3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,SUSPEK,Perawatan RS,0
2021-08-07,3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,SUSPEK,Perawatan RS,0
2021-08-07,3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,SUSPEK,Perawatan RS,0
2021-08-07,3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,SUSPEK,Perawatan RS,0
2021-08-07,3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,SUSPEK,Perawatan RS,0
2021-08-07,3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,SUSPEK,Perawatan RS,1
2021-08-07,3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,SUSPEK,Perawatan RS,0
2021-08-07,3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,SUSPEK,Perawatan RS,0
2021-08-07,3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,SUSPEK,Perawatan RS,0
2021-08-07,3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,SUSPEK,Perawatan RS,0
2021-08-07,3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,SUSPEK,Perawatan RS,0
2021-08-07,3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,SUSPEK,Perawatan RS,0
2021-08-07,3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,SUSPEK,Perawatan RS,0
2021-08-07,3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,SUSPEK,Perawatan RS,0
2021-08-07,3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,SUSPEK,Perawatan RS,0
2021-08-07,3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,SUSPEK,Perawatan RS,0
2021-08-07,3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,SUSPEK,Perawatan RS,0
2021-08-07,3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,SUSPEK,Perawatan RS,0
2021-08-07,3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,SUSPEK,Perawatan RS,0
2021-08-07,3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,SUSPEK,Perawatan RS,0
2021-08-07,3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,SUSPEK,Perawatan RS,0
2021-08-07,3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,SUSPEK,Perawatan RS,0
2021-08-07,3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,SUSPEK,Perawatan RS,0
2021-08-07,3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,SUSPEK,Perawatan RS,1
2021-08-07,3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,SUSPEK,Perawatan RS,0
2021-08-07,3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,SUSPEK,Perawatan RS,0
2021-08-07,3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,SUSPEK,Perawatan RS,0
2021-08-07,3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,SUSPEK,Perawatan RS,0
2021-08-07,3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,SUSPEK,Perawatan RS,0
2021-08-07,3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,SUSPEK,Perawatan RS,0
2021-08-07,3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,SUSPEK,Perawatan RS,0
2021-08-07,3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,SUSPEK,Perawatan RS,0
2021-08-07,3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,SUSPEK,Perawatan RS,0
2021-08-07,3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,SUSPEK,Perawatan RS,1
2021-08-07,3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,SUSPEK,Perawatan RS,0
2021-08-07,3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,SUSPEK,Perawatan RS,0
2021-08-07,3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,SUSPEK,Perawatan RS,0
2021-08-07,3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,SUSPEK,Perawatan RS,0
2021-08-07,3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,SUSPEK,Perawatan RS,0
2021-08-07,3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,SUSPEK,Perawatan RS,0
2021-08-07,3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,SUSPEK,Perawatan RS,0
2021-08-07,3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,SUSPEK,Perawatan RS,1
2021-08-07,3174011007,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,SUSPEK,Perawatan RS,0
2021-08-07,3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,SUSPEK,Perawatan RS,0
2021-08-07,3173031003,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,SUSPEK,Perawatan RS,0
2021-08-07,3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,SUSPEK,Perawatan RS,1
2021-08-07,3174071001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,SUSPEK,Perawatan RS,0
2021-08-07,3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,SUSPEK,Perawatan RS,0
2021-08-07,3174021005,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,SUSPEK,Perawatan RS,0
2021-08-07,3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,SUSPEK,Perawatan RS,1
2021-08-07,3173081003,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,SUSPEK,Perawatan RS,0
2021-08-07,3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,SUSPEK,Perawatan RS,0
2021-08-07,3175101004,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,SUSPEK,Perawatan RS,0
2021-08-07,3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,SUSPEK,Perawatan RS,0
2021-08-07,3172051001,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,SUSPEK,Perawatan RS,0
2021-08-07,3175011004,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,SUSPEK,Perawatan RS,0
2021-08-07,3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,SUSPEK,Perawatan RS,0
2021-08-07,3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,SUSPEK,Perawatan RS,0
2021-08-07,3172021003,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,SUSPEK,Perawatan RS,0
2021-08-07,3171021001,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,SUSPEK,Perawatan RS,0
2021-08-07,3174021006,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,SUSPEK,Perawatan RS,0
2021-08-07,3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,SUSPEK,Perawatan RS,0
2021-08-07,3171041003,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,SUSPEK,Perawatan RS,0
2021-08-07,3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,SUSPEK,Perawatan RS,0
2021-08-07,3171061002,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,SUSPEK,Perawatan RS,1
2021-08-07,3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,SUSPEK,Perawatan RS,0
2021-08-07,3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,SUSPEK,Perawatan RS,0
2021-08-07,3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,SUSPEK,Perawatan RS,0
2021-08-07,3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,SUSPEK,Perawatan RS,0
2021-08-07,3175051005,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,SUSPEK,Perawatan RS,0
2021-08-07,3173041009,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,SUSPEK,Perawatan RS,0
2021-08-07,3174031003,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,SUSPEK,Perawatan RS,0
2021-08-07,3174081005,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,SUSPEK,Perawatan RS,0
2021-08-07,3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,SUSPEK,Perawatan RS,0
2021-08-07,3172011001,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,SUSPEK,Perawatan RS,0
2021-08-07,3174101001,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,SUSPEK,Perawatan RS,0
2021-08-07,3171071004,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,SUSPEK,Perawatan RS,0
2021-08-07,3174071008,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,SUSPEK,Perawatan RS,0
2021-08-07,3171011004,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,SUSPEK,Perawatan RS,0
2021-08-07,3171011003,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,SUSPEK,Perawatan RS,1
2021-08-07,3174101004,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,SUSPEK,Perawatan RS,0
2021-08-07,3174101003,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,SUSPEK,Perawatan RS,0
2021-08-07,3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,SUSPEK,Perawatan RS,0
2021-08-07,3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,SUSPEK,Perawatan RS,0
2021-08-07,3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,SUSPEK,Perawatan RS,0
2021-08-07,3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,SUSPEK,Perawatan RS,0
2021-08-07,3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,SUSPEK,Perawatan RS,0
2021-08-07,3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,SUSPEK,Perawatan RS,1
2021-08-07,3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,SUSPEK,Perawatan RS,0
2021-08-07,3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,SUSPEK,Perawatan RS,0
2021-08-07,3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,SUSPEK,Perawatan RS,3
2021-08-07,3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,SUSPEK,Perawatan RS,0
